代號,名稱,預估月,yoy,mom,預估營收（百萬）,TEJ產業
3583,辛耘,* 2023/02,-0.361,-0.361,362.0,M2324 半導體
1580,新麥,* 2023/02,-0.362,-0.362,167.0,M1500 電機機械
2029,盛餘,* 2023/03,-0.362,0.087,1030.0,M2000 鋼鐵工業
5299,杰力,* 2023/03,-0.362,0.576,161.0,M2324 半導體
8096,擎亞,* 2023/03,-0.365,0.831,2041.0,M2329 電子通路業
3511,矽瑪,* 2023/03,-0.367,-0.188,219.0,M2328 電子零組件
3178,公準,* 2023/02,-0.368,-0.367,92.0,M1500 電機機械
5386,青雲,* 2023/03,-0.368,0.927,257.0,M2325 電腦及週邊
4533,協易機,* 2023/02,-0.37,-0.37,163.0,M1500 電機機械
3508,位速,* 2023/03,-0.373,0.502,86.0,M2331 其他電子業
2460,建通,* 2023/03,-0.375,0.21,224.0,M2328 電子零組件
1532,勤美,* 2023/03,-0.375,0.184,1133.0,M1500 電機機械
3043,科風,* 2023/02,-0.376,-0.376,58.0,M2331 其他電子業
3034,聯詠,* 2023/03,-0.377,0.017,7774.0,M2324 半導體
4952,凌通,* 2023/03,-0.378,0.75,228.0,M2324 半導體
3630,新鉅科,* 2023/03,-0.381,0.252,137.0,M2326 光電業
1465,偉全,* 2023/02,-0.382,-0.382,32.0,M1400 紡織纖維
6241,易通展,* 2023/03,-0.384,0.431,73.0,M2327 通信網路業
5236,凌陽創新,* 2023/03,-0.384,0.013,115.0,M2324 半導體
5609,中菲行,* 2023/03,-0.384,0.634,2603.0,M2600 航運業
2413,環科,* 2023/02,-0.388,-0.388,269.0,M2328 電子零組件
1589,永冠-KY,* 2023/02,-0.388,-0.388,428.0,M1500 電機機械
6578,達邦蛋白,* 2023/03,-0.389,-0.013,33.0,M3300 農業科技
1467,南緯,* 2023/03,-0.391,0.081,392.0,M1400 紡織纖維
6242,立康,* 2023/02,-0.391,-0.391,30.0,M1722 生技醫療
2548,華固,* 2023/03,-0.393,-0.214,617.0,M2500 建材營造
3588,通嘉,* 2023/03,-0.394,0.581,111.0,M2324 半導體
4961,天鈺,* 2023/03,-0.396,0.032,1352.0,M2324 半導體
2408,南亞科,* 2023/03,-0.396,1.009,4071.0,M2324 半導體
3666,光耀,* 2023/03,-0.398,0.423,75.0,M2326 光電業
2458,義隆,* 2023/03,-0.4,0.25,987.0,M2324 半導體
6216,居易,* 2023/03,-0.401,0.197,80.0,M2327 通信網路業
3703,欣陸,* 2023/03,-0.402,0.139,2433.0,M2500 建材營造
3118,進階,* 2023/02,-0.402,-0.401,28.0,M1722 生技醫療
3294,英濟,* 2023/03,-0.403,0.057,308.0,M2328 電子零組件
1909,榮成,* 2023/03,-0.403,-0.128,3246.0,M1900 造紙工業
6226,光鼎,* 2023/03,-0.406,0.821,81.0,M2326 光電業
1456,怡華,* 2023/03,-0.411,-0.419,19.0,M2500 建材營造
1235,興泰,* 2023/02,-0.415,-0.415,1.0,M1200 食品工業
6199,天品,* 2023/02,-0.416,-0.416,8.0,M9900 其他
3089,億杰,* 2023/03,-0.416,2.483,7.0,M2328 電子零組件
4737,華廣,* 2023/03,-0.418,0.005,151.0,M1722 生技醫療
8027,鈦昇,* 2023/03,-0.42,1.482,257.0,M1500 電機機械
2354,鴻準,* 2023/03,-0.421,-0.201,5077.0,M2331 其他電子業
1475,業旺,* 2023/03,-0.424,-0.461,60.0,M1400 紡織纖維
3434,哲固,* 2023/03,-0.426,0.496,65.0,M2326 光電業
1618,合機,* 2023/03,-0.435,-0.133,191.0,M1600 電器電纜
3492,長盛,* 2023/02,-0.436,-0.436,31.0,M2328 電子零組件
3167,大量,* 2023/03,-0.437,1.252,155.0,M1500 電機機械
8444,綠河-KY,* 2023/03,-0.438,-0.201,288.0,M9900 其他
5488,松普,* 2023/02,-0.44,-0.44,50.0,M2328 電子零組件
6104,創惟,* 2023/03,-0.442,0.306,235.0,M2324 半導體
2348,海悅,* 2023/03,-0.445,0.348,272.0,M9900 其他
3625,西勝,* 2023/03,-0.446,0.559,115.0,M2325 電腦及週邊
3276,宇環,* 2023/03,-0.446,0.045,94.0,M2328 電子零組件
1599,宏佳騰,* 2023/03,-0.45,0.378,229.0,M1500 電機機械
3622,洋華,* 2023/03,-0.45,-0.089,108.0,M2326 光電業
8931,大汽電,* 2023/02,-0.454,-0.454,158.0,M9700 油電燃氣業
5281,大峽谷-KY,* 2023/03,-0.456,-0.009,39.0,M2326 光電業
3054,立萬利,* 2023/02,-0.458,-0.458,2.0,M2324 半導體
3530,晶相光,* 2023/03,-0.461,0.337,164.0,M2324 半導體
3354,律勝,* 2023/03,-0.462,0.805,12.0,M2328 電子零組件
3191,和進,* 2023/02,-0.462,-0.462,10.0,M2328 電子零組件
6594,展匯科,* 2023/03,-0.467,1.467,28.0,M2324 半導體
3013,晟銘電,* 2023/02,-0.468,-0.468,283.0,M2325 電腦及週邊
3257,虹冠電,* 2023/03,-0.47,-0.208,40.0,M2324 半導體
6026,福邦證,* 2023/02,-0.479,-0.479,61.0,M2800 金融業
4726,永昕,* 2023/02,-0.481,-0.481,38.0,M1722 生技醫療
5474,聰泰,* 2023/03,-0.484,-0.036,84.0,M2325 電腦及週邊
2427,三商電,* 2023/02,-0.485,-0.485,202.0,M2330 資訊服務業
4946,辣椒,* 2023/03,-0.492,1.667,8.0,M3200 文化創意業
4754,國碳科,* 2023/02,-0.495,-0.495,29.0,M1721 化學工業
8426,紅木-KY,* 2023/02,-0.496,-0.496,80.0,M9900 其他
3518,柏騰,* 2023/03,-0.497,0.108,37.0,M2331 其他電子業
2506,太設,* 2023/03,-0.498,-0.187,42.0,M2500 建材營造
6547,高端疫苗,* 2023/03,-0.499,inf,44.0,M1722 生技醫療
8937,合騏,* 2023/02,-0.5,-0.5,8.0,M9900 其他
2636,台驊投控,* 2023/03,-0.502,0.678,1641.0,M2600 航運業
4413,飛寶企業,* 2023/03,-0.503,4.048,37.0,M1400 紡織纖維
4979,華星光,* 2023/02,-0.509,-0.509,79.0,M2327 通信網路業
4943,康控-KY,* 2023/03,-0.509,-0.427,91.0,M2328 電子零組件
2545,皇翔,* 2023/03,-0.516,1.015,420.0,M2500 建材營造
8924,大田,* 2023/02,-0.517,-0.517,247.0,M9900 其他
5508,永信建,* 2023/03,-0.523,0.619,287.0,M2500 建材營造
6122,擎邦,* 2023/02,-0.532,-0.532,205.0,M1500 電機機械
4550,長佳,* 2023/02,-0.533,-0.533,78.0,M1500 電機機械
1762,中化生,* 2023/02,-0.538,-0.538,132.0,M1722 生技醫療
3188,鑫龍騰,* 2022/12,-0.54,-0.54,110.0,M2324 半導體
6560,欣普羅,* 2023/03,-0.541,0.548,20.0,M2326 光電業
6016,康和證,* 2023/02,-0.542,-0.542,193.0,M2800 金融業
6533,晶心科,* 2023/03,-0.547,-0.512,51.0,M2324 半導體
3555,重鵬,* 2023/03,-0.556,0.176,2.0,M2324 半導體
6177,達麗,* 2023/03,-0.561,0.077,1795.0,M2500 建材營造
1442,名軒,* 2023/02,-0.571,-0.571,68.0,M2500 建材營造
1906,寶隆,* 2023/03,-0.573,-0.29,222.0,M1900 造紙工業
8171,天宇,* 2023/03,-0.581,0.152,82.0,M2327 通信網路業
8905,裕國,* 2023/02,-0.583,-0.583,164.0,M9900 其他
3266,昇陽,* 2023/02,-0.594,-0.594,92.0,M2500 建材營造
6103,合邦,* 2023/02,-0.599,-0.599,2.0,M2324 半導體
5531,鄉林,* 2023/02,-0.607,-0.607,45.0,M2500 建材營造
4123,晟德,* 2023/02,-0.625,-0.625,46.0,M1722 生技醫療
6472,保瑞,* 2023/02,-0.65,-0.65,552.0,M1722 生技醫療
6425,易發,* 2023/03,-0.659,1.392,85.0,M1500 電機機械
3176,基亞,* 2023/03,-0.66,0.069,55.0,M1722 生技醫療
2923,鼎固-KY,* 2023/03,-0.665,3.609,932.0,M2500 建材營造
2743,山富,* 2023/02,-0.675,-0.675,70.0,M2700 觀光事業
3512,皇龍,* 2023/03,-0.676,-0.703,77.0,M2328 電子零組件
5533,皇鼎,* 2023/02,-0.686,-0.686,227.0,M2500 建材營造
4162,智擎,* 2023/03,-0.706,0.936,39.0,M1722 生技醫療
8038,長園科,* 2023/02,-0.714,-0.714,9.0,M2328 電子零組件
2505,國揚,* 2023/03,-0.746,5.291,417.0,M2500 建材營造
5206,坤悅,* 2022/11,-0.765,0.242,105.56,M2500 建材營造
4113,聯上,* 2023/03,-0.765,82.333,5.0,M2500 建材營造
5525,順天,* 2023/03,-0.772,3.031,397.0,M2500 建材營造
5864,致和證,* 2023/03,-0.778,-0.899,24.0,M2800 金融業
4907,富宇,* 2023/03,-0.862,439.0,22.0,M2500 建材營造
8409,商之器,* 2023/03,-0.87,0.901,25.0,M1722 生技醫療
4950,牧東,* 2023/03,-0.873,0.961,3.0,M9900 其他
2491,吉祥全,* 2023/03,-0.88,-1.481,-6.0,M2326 光電業
6234,高僑,* 2023/03,-0.883,0.444,73.0,M2326 光電業
5523,豐謙,* 2023/02,-0.958,-0.958,4.0,M2500 建材營造
1453,大將,* 2023/03,-0.962,32.333,2.0,M2500 建材營造
4529,淳紳,* 2023/03,-1.0,-1.0,0.0,M9900 其他
6020,大展證,* 2023/02,-1.0,-1.0,0.0,M2800 金融業
5514,三豐,* 2023/02,-1.0,-1.0,0.0,M2500 建材營造
4174,浩鼎,* 2022/12,-1.0,-1.0,0.0,M1722 生技醫療
4806,昇華,* 2023/01,-1.0,,0.0,M3200 文化創意業
5310,天剛,* 2023/02,-1.0,-1.0,0.0,M2330 資訊服務業
2809,京城銀,* 2023/03,-2.356,-0.554,472.0,M2800 金融業
